set_code,set_name,printed_set_abbrev,page_base,page_url,bulba_number,bulba_name,bulba_lane,bulba_notes,reason
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,26/40,Zapdos,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,30/40,Cubone,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,31/40,Rhyhorn,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,33/40,Alolan Diglett,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,35/40,Jigglypuff,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,36/40,Dratini,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,37/40,Lickitung,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,38/40,Chansey,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
mcd19,McDonald's Collection 2019,MCD,McDonald's Collection 2019,https://bulbapedia.bulbagarden.net/wiki/McDonald's_Collection_2019_%28TCG%29,39/40,Kangaskhan,French McDonald's Collection 2019,None},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,003/132,Mega Venusaur ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,022/132,Mega Camerupt ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,036/132,Mega Abomasnow ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,050/132,Mega Manectric ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,060/132,Mega Gardevoir ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,077/132,Mega Lucario ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,086/132,Mega Absol ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,094/132,Mega Mawile ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,100/132,Mega Latias ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,104/132,Mega Kangaskhan ex Mega ex,Mega Evolution,Double Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,114/132,Boss's Orders [Ghetsis],Mega Evolution,Uncommon},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,155/132,Mega Venusaur ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,156/132,Mega Camerupt ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,157/132,Mega Abomasnow ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,158/132,Mega Manectric ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,159/132,Mega Gardevoir ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,160/132,Mega Lucario ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,161/132,Mega Absol ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,162/132,Mega Mawile ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,163/132,Mega Latias ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,164/132,Mega Kangaskhan ex Mega ex,Mega Evolution,Ultra Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,177/132,Mega Venusaur ex Mega ex,Mega Evolution,Special Illustration Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,178/132,Mega Gardevoir ex Mega ex,Mega Evolution,Special Illustration Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,179/132,Mega Lucario ex Mega ex,Mega Evolution,Special Illustration Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,180/132,Mega Absol ex Mega ex,Mega Evolution,Special Illustration Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,181/132,Mega Latias ex Mega ex,Mega Evolution,Special Illustration Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,182/132,Mega Kangaskhan ex Mega ex,Mega Evolution,Special Illustration Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,187/132,Mega Gardevoir ex Mega ex,Mega Evolution,Mega Hyper Rare},bulbapedia_row_missing_in_db
me01,Mega Evolution,MEG,Mega Evolution,https://bulbapedia.bulbagarden.net/wiki/Mega_Evolution_%28TCG%29,188/132,Mega Lucario ex Mega ex,Mega Evolution,Mega Hyper Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,004/094,Mega Heracross ex Mega ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,013/094,Mega Charizard X ex Mega ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,018/094,Oricorio ex ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,029/094,Rotom ex ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,036/094,Mismagius ex ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,041/094,Mega Diancie ex Mega ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,056/094,Mega Gengar ex Mega ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,061/094,Mega Sharpedo ex Mega ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,070/094,Empoleon ex ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,084/094,Mega Lopunny ex Mega ex,Mega Evolution—Phantasmal Flames,Double Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,108/094,Mega Heracross ex Mega ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,109/094,Mega Charizard X ex Mega ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,110/094,Oricorio ex ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,111/094,Rotom ex ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,112/094,Mismagius ex ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,113/094,Mega Sharpedo ex Mega ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,114/094,Empoleon ex ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,115/094,Mega Lopunny ex Mega ex,Mega Evolution—Phantasmal Flames,Ultra Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,125/094,Mega Charizard X ex Mega ex,Mega Evolution—Phantasmal Flames,Special Illustration Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,126/094,Rotom ex ex,Mega Evolution—Phantasmal Flames,Special Illustration Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,127/094,Mega Sharpedo ex Mega ex,Mega Evolution—Phantasmal Flames,Special Illustration Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,128/094,Mega Lopunny ex Mega ex,Mega Evolution—Phantasmal Flames,Special Illustration Rare},bulbapedia_row_missing_in_db
me02,Phantasmal Flames,PFL,Phantasmal Flames,https://bulbapedia.bulbagarden.net/wiki/Phantasmal_Flames_%28TCG%29,130/094,Mega Charizard X ex Mega ex,Mega Evolution—Phantasmal Flames,Mega Hyper Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,003/217,Erika's Vileplume ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,010/217,Mega Meganium ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,022/217,Mega Charizard Y ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,026/217,Ethan's Ho-Oh ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,031/217,Mega Emboar ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,043/217,Mega Feraligatr ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,047/217,Mega Froslass ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,048/217,Regice ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,058/217,Voltorb ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,061/217,Mega Eelektross ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,068/217,Hop's Pincurchin ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,070/217,Iono's Bellibolt ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,076/217,Lillie's Clefairy ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,079/217,Team Rocket's Mewtwo ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,084/217,Azumarill ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,089/217,Mega Gardevoir ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,107/217,Regirock ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,111/217,Cynthia's Garchomp ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,113/217,Mega Lucario ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,114/217,Stunfisk ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,116/217,Mega Hawlucha ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,125/217,Mega Gengar ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,135/217,Mega Scrafty ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,137/217,N's Zoroark ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,139/217,Mandibuzz ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,142/217,Fezandipiti ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,145/217,Registeel ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,149/217,Togedemaru ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,152/217,Mega Dragonite ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,162/217,Team Rocket's Kangaskhan ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,164/217,Larry's Dudunsparce ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,167/217,Zangoose ex ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,172/217,Mega Audino ex Mega ex,Mega Evolution—Ascended Heroes,Double Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,183/217,Boss's Orders [Corbeau],Mega Evolution—Ascended Heroes,Uncommon},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,251/217,Sprigatito ex ex,Mega Evolution—Ascended Heroes,Ultra Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,252/217,Stunfisk ex ex,Mega Evolution—Ascended Heroes,Ultra Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,253/217,Mega Audino ex Mega ex,Mega Evolution—Ascended Heroes,Ultra Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,256/217,Boss's Orders [Corbeau],Mega Evolution—Ascended Heroes,Ultra Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,265/217,Mega Froslass ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,266/217,Mega Eelektross ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,267/217,Mega Diancie ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,268/217,Mega Hawlucha ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,269/217,Mega Gengar ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,270/217,Mega Scrafty ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,271/217,Mega Dragonite ex Mega ex,Mega Evolution—Ascended Heroes,Mega Attack Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,272/217,Mega Meganium ex Mega ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,273/217,Mega Emboar ex Mega ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,274/217,Mega Feraligatr ex Mega ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,275/217,Mega Froslass ex Mega ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,276/217,Pikachu ex ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,278/217,Mega Eelektross ex Mega ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,279/217,Iono's Bellibolt ex ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
me02.5,Ascended Heroes,ASC,Ascended Heroes,https://bulbapedia.bulbagarden.net/wiki/Ascended_Heroes_%28TCG%29,280/217,Lillie's Clefairy ex ex,Mega Evolution—Ascended Heroes,Special Illustration Rare},bulbapedia_row_missing_in_db
