review_bucket,evidence_class,gv_id,card_print_id,listing_count,seller_count,median_active_ask,minimum_active_ask,maximum_active_ask,max_to_median_ratio,trimmed_band_ratio,flags,warning_flags,sample_title_1,sample_price_1,sample_url_1,sample_title_2,sample_price_2,sample_url_2
review_required_contamination,slab,GV-PK-PR-BLW-BW23,38f69dee-0ce9-4784-a3df-a1301cc9eab7,12,8,90.99,29.99,581.5,6.39,15.31,"[""candidate_exclusion_flags_present""]",[],CGC 10 Reshiram V Silver Tempest 024/195 Holo Pokemon Card B23,29.99,https://www.ebay.com/itm/205276033398?_skw=Pokemon+%22Reshiram%22+23&hash=item2fcb67b176:g:88gAAOSwqCNnp68K,CGC 8 Reshiram BW23 Black Star Promo 2011 Holo Pokemon Card NM/Mint,30.17,https://www.ebay.com/itm/236849499672?_skw=Pokemon+%22Reshiram%22+23&hash=item3725548e18:g:I44AAeSwv4RqHROi
review_required_contamination,slab,GV-PK-PR-BLW-BW24,ae86c359-7516-4a6e-be12-8be7ccdbf8f9,2,2,30.5,21,40,1.31,1.66,"[""insufficient_listing_count"",""candidate_exclusion_flags_present""]",[],Zekrom BW24 Box Cosmos Holo Black Star Promos Pokemon CGC 7 Near Mint,21,https://www.ebay.com/itm/157885471136?_skw=Pokemon+%22Zekrom%22+24&hash=item24c2b519a0:g:x4UAAeSw0Plp-WtT,Pokemon Zekrom Cosmos Holo #BW24 Black & White Promo 2011 - CGC 8,40,https://www.ebay.com/itm/326780605213?_skw=Pokemon+%22Zekrom%22+24&hash=item4c15a4531d:g:MCIAAeSwT45ozZaA
review_required_contamination,slab,GV-PK-PR-BLW-BW36,4ada0ccb-aa6c-4925-9ed7-4d12535c2acb,5,4,186.5,40,4499.99,24.13,51.52,"[""candidate_exclusion_flags_present""]",[],CGC 8 ERROR Pokemon Reshiram EX #BW36 Promo Holo MINOR MISCUT!,40,https://www.ebay.com/itm/376718861306?_skw=Pokemon+%22Reshiram-EX%22+36&hash=item57b631a3fa:g:7hoAAeSw5O1pIEau,CGC 8.5 ERROR Pokemon Reshiram EX BW36 Next Destinies Holo MINOR MISCUT!,75,https://www.ebay.com/itm/376909305901?_skw=Pokemon+%22Reshiram-EX%22+36&hash=item57c18b982d:g:8mYAAeSwat1pejCF
review_required_contamination,slab,GV-PK-PR-BLW-BW37,762f00ec-c31c-4476-8f42-0c763ed15383,8,8,97.54,14.95,507.85,5.21,10.54,"[""candidate_exclusion_flags_present""]",[],2012 Pokemon TCG Black & White Black Star Promo BW37 Kyurem EX PSA 4,14.95,https://www.ebay.com/itm/397676470256?_skw=Pokemon+%22Kyurem-EX%22+37&hash=item5c975d5ff0:g:C6EAAeSwXVxpqN86,Kyurem EX #BW37 CGA 8.5 Pokemon B&W Promos 2012,37.96,https://www.ebay.com/itm/397269848400?_skw=Pokemon+%22Kyurem-EX%22+37&hash=item5c7f20d150:g:x2AAAeSwLvFpGGXA
review_required_contamination,slab,GV-PK-PR-BLW-BW38,abbf0232-510f-4401-af5e-6fe9d3a7a465,5,4,49.99,15,2913.1,58.27,91.3,"[""candidate_exclusion_flags_present""]","[""wide_trimmed_band_ratio""]",2011-13 #BW38 Zekrom EX Beckett Authentic Pokemon TCG,15,https://www.ebay.com/itm/389846325217?_skw=Pokemon+%22Zekrom-EX%22+38&hash=item5ac4a6d7e1:g:bqsAAeSwwaxp0Wzn&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbE8uUwkcQbRMqDDd%2Bf1SZBBwidWObVAKIXlaXs6JWbofxYONkv%2FYyYV%2Bpm294bdlRaP6VHiMrEgY65MweX0dKQS0aQ1H788aUHSRGHSnAdLTfA3qGqT3PNelDgA28AVM4I8YNR1KYf%2FxRAlicXpcmXyXK0uJktIEFgOjU%2BePbrFniiU9GkJsxlJnE3uurYNFdNRawxf%2B6yMbST8pkKIKG8zaTb1tC%2BMUReyyTeW%2Frpu0CT2LOdmR0HPoXdDu1jByb5jGiuxOod814K8pVDR24KoWoQvjsRheKsFnAL7fytIQ%3D%3D,2012 POKEMON BLACK & WHITE PROMO EX TIN #BW38 ZEKROM EX PSA 3,25.979999999999997,https://www.ebay.com/itm/298322225466?_skw=Pokemon+%22Zekrom-EX%22+38&hash=item457563e93a:g:4DUAAeSwxYdqB9KJ
review_required_contamination,slab,GV-PK-PR-BLW-BW39,2ddff040-2d9a-45b9-ad5c-67a456736de9,1,1,55.99,55.99,55.99,1,1,"[""insufficient_listing_count"",""insufficient_seller_count"",""candidate_exclusion_flags_present""]",[],2012 POKEMON BLACK & WHITE PROMO MEWTWO COLLECTION BOX #BW39 BATTLE CITY PSA 6,55.99,https://www.ebay.com/itm/298388147398?_skw=Pokemon+%22Battle+City%22+39&hash=item457951ccc6:g:7wEAAeSw6sFqIy0j,,,
review_required_contamination,slab,GV-PK-PR-BLW-BW44,655da932-4a51-49d6-9529-253d5a0fd4f4,11,11,39.99,26,550,13.75,4.17,"[""candidate_exclusion_flags_present""]",[],Pokemon Kyurem Cosmos Holo #BW44 Black & White Promo 2012 - CGC 6,26,https://www.ebay.com/itm/326780605773?_skw=Pokemon+%22Kyurem%22+44&hash=item4c15a4554d:g:JUkAAeSw~~BozZbL,CGC 9 Kyurem EX 44/113 Black & White Legendary Treasures Ultra Rare Pokemon Card,29.99,https://www.ebay.com/itm/287311795497?_skw=Pokemon+%22Kyurem%22+44&hash=item42e51e1529:g:7aAAAeSwxChp-Otu
review_required_contamination,slab,GV-PK-PR-BLW-BW45,5053db5f-94f3-4e73-a86a-44f533ec3dd2,6,6,222.05,42,555.53,2.5,7.13,"[""candidate_exclusion_flags_present""]",[],2012 POKEMON B&W MEWTWO EX PROMO #BW45 PSA 6 FRESHLY GRADED,42,https://www.ebay.com/itm/398073893819?_skw=Pokemon+%22Mewtwo-EX%22+45&hash=item5caf0d93bb:g:JSAAAeSw35RqMgcH,2012 POKEMON BLACK & WHITE PROMO #BW45 MEWTWO EX PSA 1,105.99,https://www.ebay.com/itm/298440202107?_skw=Pokemon+%22Mewtwo-EX%22+45&hash=item457c6c177b:g:OV4AAeSwGqVqOKVN
review_required_contamination,slab,GV-PK-PR-BLW-BW47,1fc60a16-b8d9-44b4-8f78-9df83894aa60,6,5,583,70.99,5000,8.58,28.65,"[""candidate_exclusion_flags_present""]",[],2012 POKEMON B&W PROMO #BW47 RAYQUAZA EX PSA 4,70.99,https://www.ebay.com/itm/306543295970?_skw=Pokemon+%22Rayquaza-EX%22+47&hash=item475f677de2:g:CcUAAeSwSoVo6eI8,💎 MINT 9 💎2012 Rayquaza EX #BW47-IT-Pokemon Promo XY-NO PSA-PRISM GRADING,147.65,https://www.ebay.com/itm/137157846411?_skw=Pokemon+%22Rayquaza-EX%22+47&hash=item1fef3ea58b:g:YpoAAeSwHGxpwGHw&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYBp8a0Kyn5JPUEAH480kh%2BmSiSFxk2ZMQWQ6uUKWnMzw33xDEroVJzrjAhsdtKtqnTVD9buLVKhVuvnMC%2BLWTmalIS3qfhM0Ls8TymxYctuF%2BxFMpG7ZEhjRdQ4mg0bRM%2Fk%2BJEkKAHbw8AKimIRjanVoV5gPdaQ5C6q%2FA7AJ%2Btm%2B%2FrkVdOUHGAxiXJ0eahCjK--5JrShi4HpZ0n%2BX%2B9%2FrgVZtLTSd6nTLfljndrPuloaRGL8Kw7TdK8jFCG5DhMd5drR%2Bl7q2YF6dq0Az99X%2Fj67Vd%2FYbYg%2F8Y6DvpUGrEHg%3D%3D
review_required_contamination,slab,GV-PK-PR-BLW-BW54,a164bda4-8cb1-48f5-a05b-38dccecbb49c,13,10,130.99,30,14999,114.5,147.79,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio"",""wide_trimmed_band_ratio""]","Pokemon TCG 2019 Unbroken Bonds 54/214 Reverse Holo CGC Mint 9, Pikachu",30,https://www.ebay.com/itm/364084018756?_skw=Pokemon+%22Pikachu%22+54&hash=item54c5193e44:g:vpkAAOSwnw5jn9ze,2019 Pokemon Unbroken Bonds #54/214 Pikachu AGS 9.5,65,https://www.ebay.com/itm/398084775639?_skw=Pokemon+%22Pikachu%22+54&hash=item5cafb39ed7:g:bKgAAeSwY3xqNbVR&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbMj3OkOtkfHVKI0yZK0SGmP75pt6jky5j4i7frwOXdDaa2B%2B8Ta1us%2FdGZSDcY2LD2sq5RjhOSf2oa%2BQKKEkwJ0MoKpugHSLTP4mz0WI1zcjwHoTZfWg%2FFArsMDCuGxYi5XEHl2SwQBzv4uyoLepdMKuhcIwOpAyjCAJX1Qnhu6RDhN%2B1VRaFuDHgXsoCEWKpUoFFVzZaht%2Bxc9P1RrWvpds%2BGUIXqeQZDvEjaxPnn95oD%2FBPKrNT5RfORgdLOucqycSZqbQfeevYh7OMdAbbg9inKI32E4oEloKtOrvKvhQ%3D%3D
review_required_contamination,slab,GV-PK-PR-BLW-BW70,6756e1a6-5e16-485a-9bd6-bf2035e73c10,3,3,35,34.99,52.66,1.5,1.4,"[""candidate_exclusion_flags_present""]",[],PSA 8 NM-MT Virizion Holo BSP 2013 Pokemon B & W Legends of Justice Box #BW70,34.99,https://www.ebay.com/itm/115674380707?_skw=Pokemon+%22Virizion%22+70&hash=item1aeebaf9a3:g:3a0AAOSwOPBjxG-Y,Pokemon Virizion Cracked Ice Holo #BW70 Black & White 2012 - CGC 7.5,35,https://www.ebay.com/itm/326770945045?_skw=Pokemon+%22Virizion%22+70&hash=item4c1510ec15:g:~F8AAeSwnYZoxKye
review_required_contamination,slab,GV-PK-PR-BLW-BW71,a73f1423-344b-43b9-92e5-4f166de3a17d,6,5,47.99,34.99,68.04,1.42,1.77,"[""candidate_exclusion_flags_present""]",[],PSA 8 NM-MT Terrakion Holo BSP 2013 Pokemon B & W Legends of Justice Box #BW71,34.99,https://www.ebay.com/itm/115674375755?_skw=Pokemon+%22Terrakion%22+71&hash=item1aeebae64b:g:K2YAAOSw4GpjxG6I,Pokemon Terrakion Cracked Ice Holo #BW71 Black & White 2012 - CGC 7.5,35,https://www.ebay.com/itm/326770943220?_skw=Pokemon+%22Terrakion%22+71&hash=item4c1510e4f4:g:uRMAAeSw4-ZoxKvS
review_required_contamination,slab,GV-PK-PR-BLW-BW72,afb15865-9e02-4892-918a-03c965b8fcba,2,2,32.97,30.94,34.99,1.06,1.1,"[""insufficient_listing_count"",""candidate_exclusion_flags_present""]",[],Cobalion cgc 8.5 NM MINT CRACKED ICE HOLO Pokemon 2012 Black Star Promo BW72 psa,30.939999999999998,https://www.ebay.com/itm/127120305234?_skw=Pokemon+%22Cobalion%22+72&hash=item1d98f5ec52:g:8zMAAOSwTSJiRgaO,PSA 8 NM-MT Cobalion Holo BSP 2013 Pokemon B & W Legends of Justice Box #BW72,34.99,https://www.ebay.com/itm/115674338578?_skw=Pokemon+%22Cobalion%22+72&hash=item1aeeba5512:g:UqEAAOSwejtjxGh2
review_required_contamination,slab,GV-PK-PR-BLW-BW77,84496d25-7a45-418d-bf89-3a2ccbf1ca5d,5,4,330.1,25,75000,227.2,402.78,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio"",""wide_trimmed_band_ratio""]","LOTTE 2024 Pokemon Japanese Pikachu #77 Wafer Sticker, CG gem mint  10 Graded",25,https://www.ebay.com/itm/318378529566?_skw=Pokemon+%22Pikachu%22+77&hash=item4a20d6d31e:g:mpwAAeSw8p9qGM1I,Pokemon Japanese Pikachu PSA 10 Gem Mint SV2a 025/165 #da77,243.4,https://www.ebay.com/itm/206361445800?_skw=Pokemon+%22Pikachu%22+77&hash=item300c19c5a8:g:huIAAeSwI4tqNvTD&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGZOyISn7Z95KRV6uPPc7x44ijrVBaYLHVK3n3qBQQhpzvu0ACpj88DTm7t3eW6T64197sEr0MYi1ZOSkxKEahKvLMeKAj%2B8OMhV01sHWqytu%2F4fQ74Rcb9hKDq4iIXu1p6GdC2Tr3l73v%2BPBct8Dso5O5ujq6qNv%2FLO9kEbSb3XQxlCFnUOnn83IzwG0eEpbSmw3XCwEU41VQbxDLEQgqWOqLlcbcNGjU85t0he2PqTXr0U%2BWhFKKp7FIF0DlDOUMXjklzE%2FwmbdTaiDSujAPRXYX23iQNIZgVP2kfyiwNjUA%3D%3D
review_required_contamination,slab,GV-PK-PR-BLW-BW82,a7bade9c-2961-4969-a872-8ce213f9b25c,8,6,1103.99,40,2300,2.08,32.47,"[""candidate_exclusion_flags_present""]",[],2013 Pokemon TCG Deoxys EX Team Plasma Promo Holo BW82 PSA 6,40,https://www.ebay.com/itm/318504543220?_skw=Pokemon+%22Deoxys-EX%22+82&hash=item4a2859a3f4:g:DdAAAeSwNk5qPZ6q,2013 POKEMON B&W PROMO #BW82 DEOXYS EX PSA 8,304.99,https://www.ebay.com/itm/298125444645?_skw=Pokemon+%22Deoxys-EX%22+82&hash=item4569a94625:g:FRoAAeSwkt9ptmVT
review_required_contamination,slab,GV-PK-PR-BLW-BW87,d54983e1-6436-4e47-a65a-39ae91974852,15,9,276,105.37,38999.95,141.3,8.7,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",2013 POKEMON BLACK STAR PROMO LEAFEON #BW87 HOLO FOIL PSA 7 NM #105241525,114.95,https://www.ebay.com/itm/287328315908?_skw=Pokemon+%22Leafeon%22+87&hash=item42e61a2a04:g:fIAAAOSwTg1n1oRa,2013 POKEMON BLACK STAR PROMO LEAFEON #BW87 HOLO FOIL PSA 7 NM #105241526,114.95,https://www.ebay.com/itm/287328315911?_skw=Pokemon+%22Leafeon%22+87&hash=item42e61a2a07:g:l5cAAOSw6qxn1oSX
review_required_contamination,slab,GV-PK-PR-BLW-BW88,e8e275a8-3c13-41c9-8b72-dc44d2f8a98b,16,8,999.95,75,29999.95,30,6.17,"[""candidate_exclusion_flags_present""]",[],2013 POKEMON BLACK STAR PROMO FLAREON #BW88 HOLO PSA 8 NM-MT #124962119,75,https://www.ebay.com/itm/168186126825?_skw=Pokemon+%22Flareon%22+88&hash=item2728aca1e9:g:swIAAeSw7YVpnvdR,GRADED PSA 8 2013 Pokemon B & W Flareon-Holo Sylveon COLL-PROMO #BW88,276,https://www.ebay.com/itm/297699503461?_skw=Pokemon+%22Flareon%22+88&hash=item455045ed65:g:3dwAAeSwR3xo9pAa&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGYq8fztuuMXV5q9uuCVuBD36XJAw23t0ifSnk0lpFOS6jCqpR%2Fftvec4HY77xkr7SOR4U%2BeEnFFBj290%2FYKQLDK9o6c75K%2FIh0McKP2KeDAoSxfc0qjGo9UT8ROuKTueNJzRKD4D2s4Zye0vOzoaC%2FksWBM0n9x8tt%2FZimPnd4PuX3imLctmAELph3C0dSinNDNF7%2BuHESkTDFXVnIGEB%2FiTKMxEkec16UTkCSpZLxkBxNKSHVueUHfqwxz7r%2FRQ5nWBYLPWz7YlwIi3I%2BiNq9pBDMYHqE50r5cUIddwg4JIw%3D%3D
review_required_contamination,slab,GV-PK-PR-BLW-BW89,da542f16-fc08-4e12-aa7c-d03031ec46b6,22,12,341,105.37,29999.95,87.98,8,"[""candidate_exclusion_flags_present""]",[],2013 POKEMON BLACK STAR PROMO VAPOREON #BW89 HOLO PSA 7 NM #105241603,124.95,https://www.ebay.com/itm/297119644267?_skw=Pokemon+%22Vaporeon%22+89&hash=item452db5fa6b:g:7skAAOSwCn1n1pGo,2013 POKEMON BLACK STAR PROMO VAPOREON #BW89 HOLO PSA 7 NM #105241605,124.95,https://www.ebay.com/itm/297119649000?_skw=Pokemon+%22Vaporeon%22+89&hash=item452db60ce8:g:jlQAAOSw94pn1pIK
review_required_contamination,slab,GV-PK-PR-BLW-BW90,bb24606b-802e-4d7a-b31e-86e3ded708ee,18,7,249.44,85.99,999.95,4.01,8.44,"[""candidate_exclusion_flags_present""]",[],2013 POKEMON BLACK STAR PROMO GLACEON #BW90 HOLO FOIL PSA 7 NM #104679225,124.95,https://www.ebay.com/itm/276970633900?_skw=Pokemon+%22Glaceon%22+90&hash=item407cbc7aac:g:XZ4AAOSw-iRn33fN,2013 POKEMON BLACK STAR PROMO GLACEON #BW90 HOLO PSA 7 NM #114859337,124.95,https://www.ebay.com/itm/277491851569?_skw=Pokemon+%22Glaceon%22+90&hash=item409bcda131:g:l3YAAeSw8IZpDkNx
review_required_contamination,slab,GV-PK-PR-BLW-BW91,65ee2727-332d-4586-aa50-b31fe8fdc1be,20,12,150.09,82,34999.95,233.19,8.04,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",2013 POKEMON BLACK & WHITE PROMO #BW91 JOLTEON-HOLO SYLVEON COLL PSA 6,82,https://www.ebay.com/itm/398074013693?_skw=Pokemon+%22Jolteon%22+91&hash=item5caf0f67fd:g:sLoAAeSwmOFqMg8K,2013 POKEMON BLACK STAR PROMO JOLTEON #BW91 HOLO FOIL PSA 7 NM #100411710,124.95,https://www.ebay.com/itm/277982600095?_skw=Pokemon+%22Jolteon%22+91&hash=item40b90ddb9f:g:2NoAAOSwzZ5ncHTM
review_required_contamination,slab,GV-PK-PR-BLW-BW92,def03e8a-9ef7-4b04-b0f4-b49d40c7475f,15,10,1487.17,98.35,39999.95,26.9,14.39,"[""candidate_exclusion_flags_present""]",[],Pokemon Espeon Sylveon Coll. Black Star Holo Promo BW92 PSA 8,189.99,https://www.ebay.com/itm/336600605149?_skw=Pokemon+%22Espeon%22+92&hash=item4e5ef5a1dd:g:UVwAAeSwFbNqE-zE,GRADED PSA 8 2013 Pokemon B & W Espeon-HOLO Sylveon COLL-PROMO #BW92,276,https://www.ebay.com/itm/297699501192?_skw=Pokemon+%22Espeon%22+92&hash=item455045e488:g:ZLQAAeSwg41o9pGN
review_required_contamination,slab,GV-PK-PR-BLW-BW93,d13a6a3a-e692-4067-a7c4-8d637af3fe08,48,29,399.9,21.5,5500,13.75,63.24,"[""candidate_exclusion_flags_present""]",[],2024 Pokemon Umbreon EX - Terastral Festival - Japenese - RR - 93/187 - CGC 10,29.99,https://www.ebay.com/itm/156998999570?_skw=Pokemon+%22Umbreon%22+93&hash=item248dde9e12:g:C7sAAeSwo6VoKUJl,Pokemon Umbreon Ex 93/187 Festival Terastale Giap No Psa No Bgs Pristine 10 ,52.02,https://www.ebay.com/itm/226841172726?_skw=Pokemon+%22Umbreon%22+93&hash=item34d0c99af6:g:aOQAAeSwVlFoYkef
review_required_contamination,slab,GV-PK-PR-BLW-BW94,64a076c8-2eac-4b11-9d9a-88ae53537ca1,43,32,351.26,31.59,1999.95,5.69,31.17,"[""candidate_exclusion_flags_present""]",[],Pokemon Card MGC 9 Eevee SV41/SV94 Hidden Fates Holo Shiny Rare 2019,31.59,https://www.ebay.com/itm/257292289909?_skw=Pokemon+%22Eevee%22+94&hash=item3be7d0c775:g:saoAAeSwKrhpELB0,Pokemon Eevee sv41/sv94 Holo Hidden Fates Sun And Moon PSA 9,52.67,https://www.ebay.com/itm/257556297857?_skw=Pokemon+%22Eevee%22+94&hash=item3bf78d3881:g:ysIAAeSwUA9qKEJN
review_required_contamination,slab,GV-PK-PR-BLW-BW97,1e83dde1-b9f7-46fd-b79d-6c7fb67d5c87,5,5,1355.99,25,1999.99,1.47,3.55,"[""candidate_exclusion_flags_present""]",[],2021 Pokemon Sword and Shield Eevee Heroes Japanese Gordie #97 CGC 10,25,https://www.ebay.com/itm/127707425562?_skw=Pokemon+%22Eevee%22+97&hash=item1dbbf4ab1a:g:-MYAAeSwZ9RpoP1A,Pokemon card Eevee Legendary Treasures Black Star Promo BW97 PSA 6 EXPRESS POST,1270.24,https://www.ebay.com/itm/317601886234?_skw=Pokemon+%22Eevee%22+97&hash=item49f28c301a:g:z7wAAeSwskhpKtKK
review_required_contamination,slab,GV-PK-PR-BLW-BW98,1b90d17f-313d-47ac-8d4a-842a3f353871,4,4,904,436.77,2950,3.26,5.39,"[""candidate_exclusion_flags_present""]",[],Pokemon Japanese Mew AR PSA 10 s12a 183/172 #6f98,436.77,https://www.ebay.com/itm/206316080385?_skw=Pokemon+%22Mew%22+98&hash=item3009658d01:g:KO4AAeSwzGNqHodm&amdata=enc%3AAQALAAAA8ACCtXRWQnOEpyOqnQQ8KGbvzD5RYspZGd0eMvYi1Kjj25a0RV9QzLwdaxMaE7ll%2BvcUtALtnvVg14Y1djTrmdVDOmDpUmxgZzeXDZ3iMvQYQC2h2mxPjWKvNYOIIO5FXOe%2FZ9hXu%2FCztUGlZxXKmNQtGsKH%2B%2BfMA5cG%2BClsFWcmFDSQWaQvwLNHSiO9%2BeKl3G5dHanFqxXjQzouHSQSy0VLN3NuG8SCMP4OCY16ffgf%2FS06Q%2FRXPbFwFdZBenjozzVi9IyrbcICmo5OL8vHliDd5Pgay%2FF8IpjOqe%2Bli2TD%2BEB9Uw7l1bLwuNe%2F%2BPon%2BQ%3D%3D,PSA 9 Ancient Mew Promo Pokemon 2000 Movie Vintage 2 Swirls B98,500,https://www.ebay.com/itm/377146509144?_skw=Pokemon+%22Mew%22+98&hash=item57cfaf0758:g:Xh0AAeSw5Jpp7WGi
review_required_contamination,slab,GV-PK-PR-NP-004-E-LEAGUE-WINNER-STAMP,592b8588-7654-4284-af9b-3798b18db341,3,2,179.99,99.99,355.99,1.98,2.77,"[""candidate_exclusion_flags_present""]",[],(POP 10) CGC 10 GEM MINT Grovyle 004/070 1st ED Gaia Volcano Japanese Pokemon,99.99,https://www.ebay.com/itm/188361744420?_skw=Pokemon+%22Grovyle%22+004&hash=item2bdb3c2024:g:dsoAAeSwhjZp~cdn,(POP 4) CGC 10 PRISTINE Grovyle 004/051 Pokemon Japanese Spiral Force 1st Ed,179.99,https://www.ebay.com/itm/188415070404?_skw=Pokemon+%22Grovyle%22+004&hash=item2bde69d0c4:g:m3wAAeSw5spqEgLq
review_required_contamination,slab,GV-PK-PR-NP-008-E-LEAGUE-STAMP,674a1987-df59-46fa-9e23-16abe976e3fe,11,8,4999.99,155.98,12666,2.53,27.14,"[""candidate_exclusion_flags_present""]",[],2003 POKEMON BLACK STAR PROMO #008 TORCHIC-REVERSE FOIL PSA 8,155.98000000000002,https://www.ebay.com/itm/117265237431?_skw=Pokemon+%22Torchic%22+008&hash=item1b4d8d85b7:g:0qkAAeSw60hqOwqK,Pokemon Torchic 008 Reverse Holo Black Star Promo - CGC 10,349.99,https://www.ebay.com/itm/306979501322?_skw=Pokemon+%22Torchic%22+008&hash=item477967750a:g:-bgAAeSwY41qH5hi
review_required_contamination,slab,GV-PK-PR-NP-009-E-LEAGUE-WINNER-STAMP,a8993ccc-7f4b-4332-9516-c88c7c538fa8,11,10,205.99,50,1550,7.52,17.45,"[""candidate_exclusion_flags_present""]",[],ACE 9 Combusken 009/ADV-P Pokemon Shogakukan Elementary School Magazine Promo,105.34,https://www.ebay.com/itm/358556864038?_skw=Pokemon+%22Combusken%22+009&hash=item537ba78e26:g:m3IAAeSwyTBqBlGp,PSA Signed Darren Dunstan Pokemon Black Star Promo 009 Combusken WINNER,205.99,https://www.ebay.com/itm/285896368054?_skw=Pokemon+%22Combusken%22+009&hash=item4290c05fb6:g:KmkAAOSwHbZmYbIv
review_required_contamination,slab,GV-PK-PR-NP-011-E-LEAGUE-WINNER-STAMP,7baacf32-534e-468d-80f1-2f41c745b2be,4,4,943.32,276.52,2999.99,3.18,6.09,"[""candidate_exclusion_flags_present""]",[],PSA 9 Marshtomp Winner 011 Black Star Promo Pokemon,276.52000000000004,https://www.ebay.com/itm/298444732728?_skw=Pokemon+%22Marshtomp%22+011&hash=item457cb13938:g:mEkAAeSw1~xqOlRs,Pokemon PSA 10 GEM MT Marshtomp 011 E-League 2003 WINNER Promo S#8875,699.95,https://www.ebay.com/itm/267705145338?_skw=Pokemon+%22Marshtomp%22+011&hash=item3e547857fa:g:q1QAAeSwEHxqNzOQ
review_required_contamination,slab,GV-PK-PR-NP-024-E-LEAGUE-STAMP,a81e6413-5ce9-4ee5-8e1c-d0a7c450e1c1,8,8,102.99,9.99,256.75,2.49,10.95,"[""candidate_exclusion_flags_present""]",[],Pokemon TCG 2004 Chimecho CGC 9 Mint Black Star promos 024,9.99,https://www.ebay.com/itm/376964481510?_skw=Pokemon+%22Chimecho%22+024&hash=item57c4d581e6:g:90IAAeSwo9xpkKpz,2004 Pokemon League Chimecho Black Star Promo #024 CGC 9,20,https://www.ebay.com/itm/406903747640?_skw=Pokemon+%22Chimecho%22+024&hash=item5ebd5a7438:g:k6IAAeSwN8dp-LAP
review_required_contamination,slab,GV-PK-PR-NP-036-2006-WORLD-CHAMPIONSHIPS-STAFF-STAMP,dc7a7187-8f61-49fc-9b34-f74331a10758,8,3,334.7,282.81,566.76,1.69,1.41,"[""candidate_exclusion_flags_present""]",[],2006 Pokemon PORTUGUESE World Champion. Maremoto-Tropical Tidal Wave 036 CGC 9,282.81,https://www.ebay.com/itm/117148324733?_skw=Pokemon+%22Tropical+Tidal+Wave%22+036&hash=item1b4695937d:g:rZ4AAeSwJy5p4nJf,2006 Pokemon Promo World Champ French - Tropical Tidal Wave #036 PSA 7 NM,334.7,https://www.ebay.com/itm/134586682719?_skw=Pokemon+%22Tropical+Tidal+Wave%22+036&hash=item1f55fdcd5f:g:YDoAAOSwf5tkcG3e
review_required_contamination,slab,GV-PK-PR-NP-1,31b34e8e-819b-40da-bac2-1799ae95c654,79,55,580,49.95,80000,137.93,25.35,"[""candidate_exclusion_flags_present""]","[""extreme_max_to_median_ratio""]",Pokemon 2015 Black Star Promos XY KYOGRE EX #XY41 PSA 1,70.25,https://www.ebay.com/itm/257321553956?_skw=Pokemon+%22Kyogre+ex%22+1&hash=item3be98f5024:g:jYwAAeSw9ehpcWZn,2015 POKEMON XY PRIMAL CLASH #55 PRIMAL KYOGRE EX PSA 1,85.99,https://www.ebay.com/itm/298421612354?_skw=Pokemon+%22Kyogre+ex%22+1&hash=item457b506f42:g:6noAAeSwmqxqMUHs
review_required_contamination,slab,GV-PK-PR-NP-10,da231e0a-84b0-48ab-a517-97838bdeb114,73,48,1600,99.99,99999.99,62.5,47.62,"[""candidate_exclusion_flags_present""]",[],2006 Pokemon Mudkip Reverse Holo EX Crystal Guardians 57/100- CGC 10 ,108,https://www.ebay.com/itm/205478722548?_skw=Pokemon+%22Mudkip%22+10&hash=item2fd77c7bf4:g:zAoAAeSwUZJoH9Af,CGC Auto 10 Signed Eric Stuart Pokemon Mudkip 59/109 Ruby and Sapphire Regular,115.99,https://www.ebay.com/itm/287070585662?_skw=Pokemon+%22Mudkip%22+10&hash=item42d6bd833e:g:NMwAAeSwXCBpZVMY
review_required_contamination,slab,GV-PK-PR-NP-12,b102b09a-503c-44f6-bf4c-0facd061beb5,18,15,412,26,29000,70.39,37.11,"[""candidate_exclusion_flags_present""]",[],Mewtwo - Pokemon Detective Pikachu #12 PSA 8.0,26,https://www.ebay.com/itm/366503573666?_skw=Pokemon+%22Pikachu%22+12&hash=item555550b8a2:g:b2AAAeSwxsNqPWVL,Pokemon TCG - Detective Pikachu Machamp Holo - 12/18 -  PSA 10 Gen MT,230.6,https://www.ebay.com/itm/298386904442?_skw=Pokemon+%22Pikachu%22+12&hash=item45793ed57a:g:66cAAeSwiiVqIrSO
